word,pos_tf,bdc,pos_tf_bdc
招牌,0.95,1,0.95
涨势,0.95,1,0.95
涨价,0.95,1,0.95
长远,0.95,1,0.95
长三角,0.95,1,0.95
长青,0.95,1,0.95
长期以来,0.95,1,0.95
长篇,0.95,1,0.95
长坤店,0.95,1,0.95
长久以来,0.95,1,0.95
长江后浪推前浪,0.95,1,0.95
长江后浪,0.95,1,0.95
张帆,0.95,1,0.95
张弛,0.95,1,0.95
占便宜,0.95,1,0.95
粘接,0.95,1,0.95
摘取,0.95,1,0.95
炸街,0.95,1,0.95
炸弹,0.95,1,0.95
渣渣,0.95,1,0.95
锃亮,0.95,1,0.95
增长幅度,0.95,1,0.95
造价,0.95,1,0.95
造好,0.95,1,0.95
造出,0.95,1,0.95
赞许,0.95,1,0.95
赞叹不已,0.95,1,0.95
赞美,0.95,1,0.95
赞爆,0.95,1,0.95
暂定,0.95,1,0.95
在京举行,0.95,1,0.95
再者,0.95,1,0.95
再等,0.95,1,0.95
灾害,0.95,1,0.95
砸钱,0.95,1,0.95
杂乱,0.95,1,0.95
蕴藏,0.95,1,0.95
韵律,0.95,1,0.95
运货,0.95,1,0.95
越用,0.95,1,0.95
越来越,19.04,0.05,0.95
越火,0.95,1,0.95
越贵,0.95,1,0.95
跃居,0.95,1,0.95
岳父母,0.95,1,0.95
远远不够,0.95,1,0.95
远销,0.95,1,0.95
远胜,0.95,1,0.95
远门,0.95,1,0.95
远见,0.95,1,0.95
缘何,0.95,1,0.95
原意,0.95,1,0.95
原味,0.95,1,0.95
原款,0.95,1,0.95
袁岳,0.95,1,0.95
誉为,0.95,1,0.95
愈远,0.95,1,0.95
愈发,0.95,1,0.95
御姐,0.95,1,0.95
预选,0.95,1,0.95
预判,0.95,1,0.95
预紧,0.95,1,0.95
语音指令,0.95,1,0.95
语无伦次,0.95,1,0.95
与我无关,0.95,1,0.95
于高端,0.95,1,0.95
於,0.95,1,0.95
幼儿,0.95,1,0.95
右手,0.95,1,0.95
右居,0.95,1,0.95
右脚,0.95,1,0.95
有子,0.95,1,0.95
有中,0.95,1,0.95
有致,0.95,1,0.95
有远见,0.95,1,0.95
有缘分,0.95,1,0.95
有意无意,0.95,1,0.95
有一,0.95,1,0.95
有样,0.95,1,0.95
有误,0.95,1,0.95
有所提高,0.95,1,0.95
有利,0.95,1,0.95
有棱有角,0.95,1,0.95
有揭,0.95,1,0.95
有降,0.95,1,0.95
有家,0.95,1,0.95
有刚,0.95,1,0.95
有度,0.95,1,0.95
有毒气体,0.95,1,0.95
有别于,0.95,1,0.95
友谊,0.95,1,0.95
友人,0.95,1,0.95
游山玩水,0.95,1,0.95
油生,0.95,1,0.95
油然而生,0.95,1,0.95
油壶,0.95,1,0.95
由衷,0.95,1,0.95
由始至终,0.95,1,0.95
尤,0.95,1,0.95
悠然,0.95,1,0.95
优异成绩,0.95,1,0.95
优选,0.95,1,0.95
优秀品质,0.95,1,0.95
优渥,0.95,1,0.95
用至,0.95,1,0.95
用油,0.95,1,0.95
用心良苦,0.95,1,0.95
用上,0.95,1,0.95
用具,0.95,1,0.95
用过,0.95,1,0.95
用惯,0.95,1,0.95
用暴,0.95,1,0.95
涌现,0.95,1,0.95
勇于创新,0.95,1,0.95
雍容华贵,0.95,1,0.95
庸才,0.95,1,0.95
拥护,0.95,1,0.95
硬套,0.95,1,0.95
硬邦邦的,0.95,1,0.95
映入眼帘,0.95,1,0.95
映衬,0.95,1,0.95
应运而生,0.95,1,0.95
应用程序,0.95,1,0.95
影坛,0.95,1,0.95
荧幕,0.95,1,0.95
迎接挑战,0.95,1,0.95
婴儿车,0.95,1,0.95
婴儿,0.95,1,0.95
英气逼人,0.95,1,0.95
英国伦敦,0.95,1,0.95
隐隐,0.95,1,0.95
隐蔽,0.95,1,0.95
引人瞩目,0.95,1,0.95
引领者,0.95,1,0.95
引荐,0.95,1,0.95
银弧,0.95,1,0.95
殷切,0.95,1,0.95
音译,0.95,1,0.95
音频文件,0.95,1,0.95
音乐文件,0.95,1,0.95
阴霾,0.95,1,0.95
因人而异,0.95,1,0.95
熠熠生辉,0.95,1,0.95
意向书,0.95,1,0.95
意大利人,0.95,1,0.95
易读,0.95,1,0.95
易懂,0.95,1,0.95
异有,0.95,1,0.95
异议,0.95,1,0.95
义无反顾,0.95,1,0.95
义薄云天,0.95,1,0.95
以上者,0.95,1,0.95
移植,0.95,1,0.95
移位,0.95,1,0.95
移动硬盘,0.95,1,0.95
宜人,0.95,1,0.95
依稀可见,0.95,1,0.95
衣物,0.95,1,0.95
一致性,0.95,1,0.95
一至,0.95,1,0.95
一战,0.95,1,0.95
一展风采,0.95,1,0.95
一笑了之,0.95,1,0.95
一望无垠,0.95,1,0.95
一往,0.95,1,0.95
一气之下,0.95,1,0.95
一旁,0.95,1,0.95
一拍即合,0.95,1,0.95
一模,0.95,1,0.95
一马当先,0.95,1,0.95
一觉,0.95,1,0.95
一己,0.95,1,0.95
一幅,0.95,1,0.95
一番滋味,0.95,1,0.95
一睹,0.95,1,0.95
一动,0.95,1,0.95
一大家子,0.95,1,0.95
一步之遥,0.95,1,0.95
一不留神,0.95,1,0.95
一逼,0.95,1,0.95
液态,0.95,1,0.95
液力,0.95,1,0.95
夜行,0.95,1,0.95
夜帝,0.95,1,0.95
业余生活,0.95,1,0.95
业余,0.95,1,0.95
业内外,0.95,1,0.95
野外,0.95,1,0.95
野蛮,0.95,1,0.95
也别,0.95,1,0.95
爷爷奶奶,0.95,1,0.95
耀司,0.95,1,0.95
要靠,0.95,1,0.95
要放,0.95,1,0.95
要定,0.95,1,0.95
要不是,0.95,1,0.95
遥遥领先,0.95,1,0.95
摇摆不定,0.95,1,0.95
摇摆,0.95,1,0.95
谣言,0.95,1,0.95
垚,0.95,1,0.95
侥幸,0.95,1,0.95
腰酸背痛,0.95,1,0.95
腰板,0.95,1,0.95
样样,0.95,1,0.95
养能,0.95,1,0.95
洋气,0.95,1,0.95
羊老湿,0.95,1,0.95
央视,0.95,1,0.95
验收,0.95,1,0.95
验,0.95,1,0.95
艳羡,0.95,1,0.95
艳惊,0.95,1,0.95
厌倦,0.95,1,0.95
厌,0.95,1,0.95
眼镜盒,0.95,1,0.95
眼角,0.95,1,0.95
眼尖,0.95,1,0.95
颜有智,0.95,1,0.95
严肃,0.95,1,0.95
严峻,0.95,1,0.95
严寒,0.95,1,0.95
延展,0.95,1,0.95
延时,0.95,1,0.95
延安路,0.95,1,0.95
烟火,0.95,1,0.95
亚运会,0.95,1,0.95
亚太地区,0.95,1,0.95
亚卡雷伊,0.95,1,0.95
亚,0.95,1,0.95
牙齿,0.95,1,0.95
鸭尾式,0.95,1,0.95
压轴,0.95,1,0.95
迅捷,0.95,1,0.95
循迹,0.95,1,0.95
血脉,0.95,1,0.95
雪亮,0.95,1,0.95
学学,0.95,1,0.95
眩目,0.95,1,0.95
绚丽多彩,0.95,1,0.95
炫银,0.95,1,0.95
炫光,0.95,1,0.95
选择性,0.95,1,0.95
宣传语,0.95,1,0.95
徐威,0.95,1,0.95
需轻,0.95,1,0.95
虚,0.95,1,0.95
秀气,0.95,1,0.95
羞红,0.95,1,0.95
修饰,0.95,1,0.95
修缮,0.95,1,0.95
修理店,0.95,1,0.95
修行,0.95,1,0.95
雄心,0.95,1,0.95
雄浑,0.95,1,0.95
雄霸,0.95,1,0.95
性子,0.95,1,0.95
性情,0.95,1,0.95
性会,0.95,1,0.95
幸好,0.95,1,0.95
兴建,0.95,1,0.95
形格,0.95,1,0.95
星球,0.95,1,0.95
信誉度,0.95,1,0.95
信息系统,0.95,1,0.95
信息网,0.95,1,0.95
信息量,0.95,1,0.95
信口雌黄,0.95,1,0.95
信得过,0.95,1,0.95
信诚,0.95,1,0.95
新鲜血液,0.95,1,0.95
新体验,0.95,1,0.95
新桑,0.95,1,0.95
新铺,0.95,1,0.95
新面孔,0.95,1,0.95
新朗,0.95,1,0.95
新华网,0.95,1,0.95
新花样,0.95,1,0.95
新潮流,0.95,1,0.95
新兵,0.95,1,0.95
心中有数,0.95,1,0.95
心情愉快,0.95,1,0.95
心满意足,0.95,1,0.95
心结,0.95,1,0.95
心怀,0.95,1,0.95
写手,0.95,1,0.95
协作,0.95,1,0.95
效用,0.95,1,0.95
笑傲,0.95,1,0.95
小桌,0.95,1,0.95
小转弯,0.95,1,0.95
小意思,0.95,1,0.95
小夜灯,0.95,1,0.95
小窝,0.95,1,0.95
小手,0.95,1,0.95
小试,0.95,1,0.95
小翘,0.95,1,0.95
小牛皮,0.95,1,0.95
小苗,0.95,1,0.95
小面包,0.95,1,0.95
小麦,0.95,1,0.95
小旅行车,0.95,1,0.95
小雷雷,0.95,1,0.95
小康生活,0.95,1,0.95
小家碧玉,0.95,1,0.95
小红,0.95,1,0.95
小孩子,0.95,1,0.95
小幅,0.95,1,0.95
小而精,0.95,1,0.95
小道,0.95,1,0.95
小城,0.95,1,0.95
小车子,0.95,1,0.95
小飚,0.95,1,0.95
小标题,0.95,1,0.95
小保,0.95,1,0.95
小宝贝,0.95,1,0.95
小白狼,0.95,1,0.95
小白安,0.95,1,0.95
小爱,0.95,1,0.95
潇洒走,0.95,1,0.95
潇洒,0.95,1,0.95
销往,0.95,1,0.95
销售价格,0.95,1,0.95
销孔,0.95,1,0.95
销百,0.95,1,0.95
消耗量,0.95,1,0.95
橡皮,0.95,1,0.95
像有,0.95,1,0.95
想象力,0.95,1,0.95
想入非非,0.95,1,0.95
想念,0.95,1,0.95
想来想去,0.95,1,0.95
想拉货,0.95,1,0.95
响当当,0.95,1,0.95
享家,0.95,1,0.95
相信群众,0.95,1,0.95
相提并论,0.95,1,0.95
相交,0.95,1,0.95
相互配合,0.95,1,0.95
乡巴佬,0.95,1,0.95
限于,0.95,1,0.95
现实感,0.95,1,0.95
显现,0.95,1,0.95
显身,0.95,1,0.95
显好,0.95,1,0.95
闲适,0.95,1,0.95
鲜有,0.95,1,0.95
鲜明对比,0.95,1,0.95
鲜活,0.95,1,0.95
纤细,0.95,1,0.95
先于,0.95,1,0.95
先入为主,0.95,1,0.95
先来后到,0.95,1,0.95
先端,0.95,1,0.95
夏季,0.95,1,0.95
下移,0.95,1,0.95
下沿,0.95,1,0.95
下陷,0.95,1,0.95
下所,0.95,1,0.95
下水,0.95,1,0.95
下坡,0.95,1,0.95
下列,0.95,1,0.95
下靠,0.95,1,0.95
下功夫,0.95,1,0.95
下唇,0.95,1,0.95
下车时,0.95,1,0.95
狭长的,0.95,1,0.95
细心地,0.95,1,0.95
系统优化,0.95,1,0.95
系统集成,0.95,1,0.95
系统化,0.95,1,0.95
系统部,0.95,1,0.95
系份,0.95,1,0.95
喜于,0.95,1,0.95
喜新厌旧,0.95,1,0.95
喜马拉雅山脉,0.95,1,0.95
喜马拉雅,0.95,1,0.95
溪,0.95,1,0.95
稀少,0.95,1,0.95
希,0.95,1,0.95
吸引住,0.95,1,0.95
吸眼,0.95,1,0.95
吸人,0.95,1,0.95
西塘,0.95,1,0.95
西山,0.95,1,0.95
西米亚,0.95,1,0.95
西服,0.95,1,0.95
误伤,0.95,1,0.95
误打,0.95,1,0.95
物板,0.95,1,0.95
武义,0.95,1,0.95
午间,0.95,1,0.95
五脏俱全,0.95,1,0.95
五月,0.95,1,0.95
五粮液,0.95,1,0.95
五颗星,0.95,1,0.95
无形之中,0.95,1,0.95
无暇,0.95,1,0.95
无微不至,0.95,1,0.95
无私,0.95,1,0.95
无人能敌,0.95,1,0.95
无人不知,0.95,1,0.95
无人不晓,0.95,1,0.95
无路可走,0.95,1,0.95
无愧,0.95,1,0.95
无拘无束,0.95,1,0.95
无悔,0.95,1,0.95
无法比拟,0.95,1,0.95
无处不在,0.95,1,0.95
无偿,0.95,1,0.95
诬蔑,0.95,1,0.95
邬家,0.95,1,0.95
卧车,0.95,1,0.95
我省,0.95,1,0.95
窝窝,0.95,1,0.95
窝火,0.95,1,0.95
问应,0.95,1,0.95
问价,0.95,1,0.95
稳中有升,0.95,1,0.95
稳握,0.95,1,0.95
稳定杆,0.95,1,0.95
吻,0.95,1,0.95
闻名,0.95,1,0.95
纹路,0.95,1,0.95
温和,0.95,1,0.95
温,0.95,1,0.95
未成年人,0.95,1,0.95
未曾,0.95,1,0.95
卫星,0.95,1,0.95
伪谍,0.95,1,0.95
帷幕,0.95,1,0.95
唯一标准,0.95,1,0.95
唯你,0.95,1,0.95
围过来,0.95,1,0.95
微涨,0.95,1,0.95
微增,0.95,1,0.95
微笑,0.95,1,0.95
威武雄壮,0.95,1,0.95
威锋,0.95,1,0.95
網罩,0.95,1,0.95
往下,0.95,1,0.95
往上,0.95,1,0.95
网状结构,0.95,1,0.95
网吧,0.95,1,0.95
王可,0.95,1,0.95
晚一点,0.95,1,0.95
晚归,0.95,1,0.95
晚风,0.95,1,0.95
宛若,0.95,1,0.95
玩笑话,0.95,1,0.95
玩笑,0.95,1,0.95
完照,0.95,1,0.95
完事,0.95,1,0.95
完实,0.95,1,0.95
完败,0.95,1,0.95
弯有,0.95,1,0.95
外衣,0.95,1,0.95
外饰,0.95,1,0.95
外露,0.95,1,0.95
外号,0.95,1,0.95
外官,0.95,1,0.95
外关,0.95,1,0.95
外侧,0.95,1,0.95
挖出来,0.95,1,0.95
椭圆形,0.95,1,0.95
脱开,0.95,1,0.95
脱缰,0.95,1,0.95
拖车,0.95,1,0.95
臀部,0.95,1,0.95
褪去,0.95,1,0.95
退步,0.95,1,0.95
腿脚,0.95,1,0.95
推崇,0.95,1,0.95
推迟,0.95,1,0.95
土堆,0.95,1,0.95
途途,0.95,1,0.95
图像,0.95,1,0.95
突如其来,0.95,1,0.95
突降,0.95,1,0.95
凸起来,0.95,1,0.95
透下来,0.95,1,0.95
头一回,0.95,1,0.95
头衔,0.95,1,0.95
头头是道,0.95,1,0.95
头尚,0.95,1,0.95
头号,0.95,1,0.95
头等大事,0.95,1,0.95
头筹,0.95,1,0.95
头把交椅,0.95,1,0.95
偷车贼,0.95,1,0.95
统计数据,0.95,1,0.95
统合,0.95,1,0.95
同种,0.95,1,0.95
同感,0.95,1,0.95
同步电机,0.95,1,0.95
通用性,0.95,1,0.95
通晓,0.95,1,0.95
通俗,0.95,1,0.95
通力,0.95,1,0.95
挺直,0.95,1,0.95
挺长,0.95,1,0.95
挺好用,0.95,1,0.95
挺好,0.95,1,0.95
挺定,0.95,1,0.95
停住,0.95,1,0.95
停滞,0.95,1,0.95
停停,0.95,1,0.95
停入,0.95,1,0.95
停不下来,0.95,1,0.95
听话,0.95,1,0.95
铁人三项,0.95,1,0.95
铁的事实,0.95,1,0.95
贴止,0.95,1,0.95
调至,0.95,1,0.95
调戏,0.95,1,0.95
条相,0.95,1,0.95
条上,0.95,1,0.95
挑出,0.95,1,0.95
田宅,0.95,1,0.95
田径,0.95,1,0.95
天眼,0.95,1,0.95
天梯,0.95,1,0.95
天壤之别,0.95,1,0.95
天气炎热,0.95,1,0.95
天幕,0.95,1,0.95
天花,0.95,1,0.95
替代者,0.95,1,0.95
剃须刀,0.95,1,0.95
体育赛事,0.95,1,0.95
体型,0.95,1,0.95
体健,0.95,1,0.95
体感,0.95,1,0.95
提前完成,0.95,1,0.95
提亮,0.95,1,0.95
提炼出,0.95,1,0.95
提价,0.95,1,0.95
提回来,0.95,1,0.95
提拱,0.95,1,0.95
提防,0.95,1,0.95
腾不,0.95,1,0.95
特设,0.95,1,0.95
特低,0.95,1,0.95
讨好,0.95,1,0.95
躺椅,0.95,1,0.95
探知,0.95,1,0.95
坦然,0.95,1,0.95
坦白,0.95,1,0.95
谈拢,0.95,1,0.95
谈恋爱,0.95,1,0.95
泰晤士报,0.95,1,0.95
泰然自若,0.95,1,0.95
太深,0.95,1,0.95
太亲民,0.95,1,0.95
太久,0.95,1,0.95
太好了,0.95,1,0.95
太过分,0.95,1,0.95
太富奢,0.95,1,0.95
台面,0.95,1,0.95
胎面,0.95,1,0.95
踏步,0.95,1,0.95
它的,0.95,1,0.95
他俩,0.95,1,0.95
锁孔,0.95,1,0.95
所致,0.95,1,0.95
所至,0.95,1,0.95
所知,0.95,1,0.95
所在区域,0.95,1,0.95
所向披靡,0.95,1,0.95
所取,0.95,1,0.95
所给,0.95,1,0.95
所到之处,0.95,1,0.95
随要,0.95,1,0.95
随速,0.95,1,0.95
随叫随到,0.95,1,0.95
随处可见,0.95,1,0.95
虽则,0.95,1,0.95
塑造出,0.95,1,0.95
塑形,0.95,1,0.95
速配,0.95,1,0.95
俗气,0.95,1,0.95
苏州地区,0.95,1,0.95
苏雨,0.95,1,0.95
送赞,0.95,1,0.95
送入,0.95,1,0.95
耸动,0.95,1,0.95
怂,0.95,1,0.95
松散,0.95,1,0.95
伺服,0.95,1,0.95
四叶草,0.95,1,0.95
四位一体,0.95,1,0.95
四驱三,0.95,1,0.95
四驱会,0.95,1,0.95
四连冠,0.95,1,0.95
四件,0.95,1,0.95
四缸机,0.95,1,0.95
死穴,0.95,1,0.95
死皮赖脸,0.95,1,0.95
死角,0.95,1,0.95
私密性,0.95,1,0.95
丝绒,0.95,1,0.95
说用,0.95,1,0.95
说日系好,0.95,1,0.95
说够,0.95,1,0.95
说不出来,0.95,1,0.95
瞬息,0.95,1,0.95
顺应时代,0.95,1,0.95
税率,0.95,1,0.95
水灾,0.95,1,0.95
水性,0.95,1,0.95
水洼,0.95,1,0.95
水冷,0.95,1,0.95
水果,0.95,1,0.95
水分,0.95,1,0.95
水槽,0.95,1,0.95
爽歪歪,0.95,1,0.95
爽朗,0.95,1,0.95
霜,0.95,1,0.95
双音,0.95,1,0.95
双温区,0.95,1,0.95
双尾,0.95,1,0.95
双曲面,0.95,1,0.95
双气,0.95,1,0.95
双破,0.95,1,0.95
双路,0.95,1,0.95
双高,0.95,1,0.95
双丰收,0.95,1,0.95
帅帅,0.95,1,0.95
甩掉,0.95,1,0.95
数字式,0.95,1,0.95
熟面孔,0.95,1,0.95
熟料,0.95,1,0.95
舒爽,0.95,1,0.95
舒畅,0.95,1,0.95
梳理,0.95,1,0.95
殊荣,0.95,1,0.95
抒发,0.95,1,0.95
书籍,0.95,1,0.95
瘦型,0.95,1,0.95
售罄,0.95,1,0.95
授业解惑,0.95,1,0.95
受压迫,0.95,1,0.95
受限,0.95,1,0.95
受力,0.95,1,0.95
受到好评,0.95,1,0.95
首长,0.95,1,0.95
首屈一指,0.95,1,0.95
首脑,0.95,1,0.95
首尔,0.95,1,0.95
守护神,0.95,1,0.95
手肘,0.95,1,0.95
手摇,0.95,1,0.95
手握,0.95,1,0.95
手机链,0.95,1,0.95
手工制造,0.95,1,0.95
手电筒,0.95,1,0.95
收纳盒,0.95,1,0.95
收放,0.95,1,0.95
适应性,0.95,1,0.95
适应能力,0.95,1,0.95
视距,0.95,1,0.95
视界,0.95,1,0.95
视感,0.95,1,0.95
试探,0.95,1,0.95
试试看,0.95,1,0.95
试了试,0.95,1,0.95
试金石,0.95,1,0.95
试过,0.95,1,0.95
事隔多年,0.95,1,0.95
势驭领,0.95,1,0.95
势如破竹,0.95,1,0.95
势能,0.95,1,0.95
世爵,0.95,1,0.95
示弱,0.95,1,0.95
示范店,0.95,1,0.95
驶入,0.95,1,0.95
驶近,0.95,1,0.95
驶进,0.95,1,0.95
始终不变,0.95,1,0.95
使握,0.95,1,0.95
食物,0.95,1,0.95
食品,0.95,1,0.95
实至名归,0.95,1,0.95
实战,0.95,1,0.95
实用功能,0.95,1,0.95
实务,0.95,1,0.95
实为,0.95,1,0.95
实跑,0.95,1,0.95
实乃,0.95,1,0.95
实话实说,0.95,1,0.95
时有发生,0.95,1,0.95
时日,0.95,1,0.95
时髦,0.95,1,0.95
时间段,0.95,1,0.95
时间表,0.95,1,0.95
时光荏苒,0.95,1,0.95
时订,0.95,1,0.95
时代性,0.95,1,0.95
时侧,0.95,1,0.95
时不我待,0.95,1,0.95
石嘴山,0.95,1,0.95
石路,0.95,1,0.95
石河子,0.95,1,0.95
十字星,0.95,1,0.95
十字路口,0.95,1,0.95
十强,0.95,1,0.95
十来天,0.95,1,0.95
十来次,0.95,1,0.95
湿漉漉,0.95,1,0.95
湿地,0.95,1,0.95
师从,0.95,1,0.95
失色,0.95,1,0.95
盛名,0.95,1,0.95
盛传,0.95,1,0.95
盛,0.95,1,0.95
圣象,0.95,1,0.95
圣火,0.95,1,0.95
圣保罗州,0.95,1,0.95
省字,0.95,1,0.95
省事,0.95,1,0.95
省力,0.95,1,0.95
省得,0.95,1,0.95
声学,0.95,1,0.95
声名在外,0.95,1,0.95
声量,0.95,1,0.95
声光报警,0.95,1,0.95
生性,0.95,1,0.95
生拉,0.95,1,0.95
升职,0.95,1,0.95
升温快,0.95,1,0.95
甚至于,0.95,1,0.95
甚少,0.95,1,0.95
审美观念,0.95,1,0.95
神往,0.95,1,0.95
神清气爽,0.95,1,0.95
神迹,0.95,1,0.95
神魂颠倒,0.95,1,0.95
神笔,0.95,1,0.95
深下,0.95,1,0.95
深得人心,0.95,1,0.95
深谙此道,0.95,1,0.95
深爱,0.95,1,0.95
身子,0.95,1,0.95
身躯,0.95,1,0.95
身量,0.95,1,0.95
身段,0.95,1,0.95
伸不开,0.95,1,0.95
摄像,0.95,1,0.95
社区化,0.95,1,0.95
设为,0.95,1,0.95
蛇,0.95,1,0.95
奢享,0.95,1,0.95
奢品,0.95,1,0.95
奢,0.95,1,0.95
邵景峰,0.95,1,0.95
尚人,0.95,1,0.95
尚可,0.95,1,0.95
上装,0.95,1,0.95
上周五,0.95,1,0.95
上以,0.95,1,0.95
上学时,0.95,1,0.95
上新,0.95,1,0.95
上下车,0.95,1,0.95
上贴,0.95,1,0.95
上天,0.95,1,0.95
上市公司,0.95,1,0.95
上深,0.95,1,0.95
上能,0.95,1,0.95
上交,0.95,1,0.95
上会,0.95,1,0.95
上共,0.95,1,0.95
上格,0.95,1,0.95
上高,0.95,1,0.95
上翻,0.95,1,0.95
上得,0.95,1,0.95
上档,0.95,1,0.95
上才,0.95,1,0.95
上拨,0.95,1,0.95
商务人士,0.95,1,0.95
商界,0.95,1,0.95
伤神,0.95,1,0.95
伤脑筋,0.95,1,0.95
善良,0.95,1,0.95
山林,0.95,1,0.95
山大,0.95,1,0.95
山本,0.95,1,0.95
晒黑,0.95,1,0.95
煞风景,0.95,1,0.95
沙金,0.95,1,0.95
扫除,0.95,1,0.95
桑拿房,0.95,1,0.95
散热,0.95,1,0.95
散发出,0.95,1,0.95
三连冠,0.95,1,0.95
三脚架,0.95,1,0.95
三剑客,0.95,1,0.95
三甲,0.95,1,0.95
三级跳,0.95,1,0.95
塞塞,0.95,1,0.95
塞纳,0.95,1,0.95
睿智,0.95,1,0.95
锐增,0.95,1,0.95
软装,0.95,1,0.95
软磨硬泡,0.95,1,0.95
入眼,0.95,1,0.95
入迷,0.95,1,0.95
入库,0.95,1,0.95
入藏,0.95,1,0.95
如在,0.95,1,0.95
如其人,0.95,1,0.95
如雷贯耳,0.95,1,0.95
如此,20,0.05,0.95
如初,0.95,1,0.95
肉牛,0.95,1,0.95
肉感,0.95,1,0.95
糅合,0.95,1,0.95
柔性化,0.95,1,0.95
冗余,0.95,1,0.95
熔焊,0.95,1,0.95
容不下,0.95,1,0.95
荣誉奖,0.95,1,0.95
荣登,0.95,1,0.95
日益增长,0.95,1,0.95
日夜,0.95,1,0.95
日系要,0.95,1,0.95
日刊,0.95,1,0.95
日久生情,0.95,1,0.95
韧度,0.95,1,0.95
任劳任怨,0.95,1,0.95
任的,0.95,1,0.95
任车,0.95,1,0.95
认同度,0.95,1,0.95
认不出来,0.95,1,0.95
认不出,0.95,1,0.95
人座,0.95,1,0.95
人为,0.95,1,0.95
人体工学,0.95,1,0.95
人机工程,0.95,1,0.95
人工合成,0.95,1,0.95
人格,0.95,1,0.95
人大,0.95,1,0.95
热源,0.95,1,0.95
热能,0.95,1,0.95
惹,0.95,1,0.95
扰人,0.95,1,0.95
扰流,0.95,1,0.95
染料,0.95,1,0.95
燃料箱,0.95,1,0.95
燃爆,0.95,1,0.95
群雄割据,0.95,1,0.95
群雄,0.95,1,0.95
确,0.95,1,0.95
雀跃,0.95,1,0.95
缺氧,0.95,1,0.95
缺钱,0.95,1,0.95
泉水,0.95,1,0.95
全球通,0.95,1,0.95
全配,0.95,1,0.95
全能性,0.95,1,0.95
全力支持,0.95,1,0.95
全副武装,0.95,1,0.95
圈子里,0.95,1,0.95
圈贴,0.95,1,0.95
圈内,0.95,1,0.95
去年底,0.95,1,0.95
取胜,0.95,1,0.95
取决于,0.95,1,0.95
取放,0.95,1,0.95
取到,0.95,1,0.95
取出,0.95,1,0.95
曲折,0.95,1,0.95
曲筱绡,0.95,1,0.95
曲目,0.95,1,0.95
趋向,0.95,1,0.95
驱组,0.95,1,0.95
驱与,0.95,1,0.95
驱有,0.95,1,0.95
请来,0.95,1,0.95
情人眼里出西施,0.95,1,0.95
情理,0.95,1,0.95
情定,0.95,1,0.95
清晰性,0.95,1,0.95
清晰明确,0.95,1,0.95
清漆,0.95,1,0.95
清凉,0.95,1,0.95
倾幕者,0.95,1,0.95
轻柔,0.95,1,0.95
轻拨,0.95,1,0.95
青蛙,0.95,1,0.95
青菜萝卜,0.95,1,0.95
青,0.95,1,0.95
勤奋工作,0.95,1,0.95
亲眼,0.95,1,0.95
亲兄弟,0.95,1,0.95
亲民派,0.95,1,0.95
亲妈,0.95,1,0.95
亲历,0.95,1,0.95
切入点,0.95,1,0.95
巧手,0.95,1,0.95
桥车,0.95,1,0.95
跷,0.95,1,0.95
强光,0.95,1,0.95
前用,0.95,1,0.95
前沿技术,0.95,1,0.95
前所未见,0.95,1,0.95
前十德,0.95,1,0.95
前茅,0.95,1,0.95
前款,0.95,1,0.95
前后左右,0.95,1,0.95
前车之鉴,0.95,1,0.95
前半段,0.95,1,0.95
谦和,0.95,1,0.95
牵动,0.95,1,0.95
迁就,0.95,1,0.95
千难万险,0.95,1,0.95
千家万户,0.95,1,0.95
千锤百炼,0.95,1,0.95
恰,0.95,1,0.95
器具,0.95,1,0.95
汽油车,0.95,1,0.95
汽配,0.95,1,0.95
迄今,0.95,1,0.95
气宇轩昂,0.95,1,0.95
气压,0.95,1,0.95
气孔,0.95,1,0.95
气概,0.95,1,0.95
气儿,0.95,1,0.95
气度,0.95,1,0.95
起停,0.95,1,0.95
起始,0.95,1,0.95
起驾,0.95,1,0.95
启速,0.95,1,0.95
启车,0.95,1,0.95
企及,0.95,1,0.95
旗云,0.95,1,0.95
其所,0.95,1,0.95
其二,0.95,1,0.95
齐兴涛,0.95,1,0.95
齐平,0.95,1,0.95
漆软,0.95,1,0.95
期待值,0.95,1,0.95
七月份,0.95,1,0.95
七夕节,0.95,1,0.95
瀑布,0.95,1,0.95
谱写,0.95,1,0.95
普及化,0.95,1,0.95
普店,0.95,1,0.95
普埃布拉,0.95,1,0.95
普,0.95,1,0.95
铺路,0.95,1,0.95
铺垫,0.95,1,0.95
扑,0.95,1,0.95
剖析,0.95,1,0.95
破风,0.95,1,0.95
破车,0.95,1,0.95
颇佳,0.95,1,0.95
颇丰,0.95,1,0.95
瓶装,0.95,1,0.95
屏霸,0.95,1,0.95
评奖,0.95,1,0.95
评鉴,0.95,1,0.95
平稳性,0.95,1,0.95
平托,0.95,1,0.95
平竖直,0.95,1,0.95
平民化,0.95,1,0.95
平行四边形,0.95,1,0.95
平放,0.95,1,0.95
品尚,0.95,1,0.95
品均,0.95,1,0.95
品尝,0.95,1,0.95
频率,0.95,1,0.95
拼贴,0.95,1,0.95
拼杀,0.95,1,0.95
撇撇嘴,0.95,1,0.95
票据,0.95,1,0.95
漂浮,0.95,1,0.95
篇章,0.95,1,0.95
偏心,0.95,1,0.95
偏低,0.95,1,0.95
啤酒,0.95,1,0.95
疲惫,0.95,1,0.95
皮子,0.95,1,0.95
