word	pos_tf	neg_tf	idf	bdc	pos_tf_idf	neg_tf_idf	pos_tf_bdc	neg_tf_bdc
穿上	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
相当于	1.90	4.16	3.20	0.03	6.10	13.31	0.05	0.12
放假	0.95	4.16	3.32	0.08	3.16	13.79	0.08	0.35
擂	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
揭晓	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00
vtec	1.90	0.00	4.02	0.62	7.65	0.00	1.19	0.00
实属	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
良心	2.86	0.00	3.54	0.48	10.11	0.00	1.38	0.00
就要	4.76	8.31	2.97	0.00	14.16	24.73	0.02	0.04
g20	0.95	0.00	3.72	0.38	3.54	0.00	0.36	0.00
唤醒	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
奥斯陆	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
杀人	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
福建	0.00	4.16	4.02	0.71	0.00	16.69	0.00	2.94
盘锦	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
姐姐	0.95	0.00	3.84	0.39	3.66	0.00	0.37	0.00
恐怖分子	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
货运	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
床垫	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
大马力	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
淡淡的	0.00	4.16	4.02	0.71	0.00	16.69	0.00	2.94
hrv	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
」	0.00	0.00	3.32	1.00	0.00	0.00	0.00	0.00
建树	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
没辙	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
好力	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
推行	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
丧失殆尽	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
倒	28.57	37.41	2.51	0.09	71.73	93.93	2.66	3.48
相守	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
缓冲	0.95	4.16	3.72	0.20	3.54	15.44	0.19	0.81
黄包车	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
鸿	0.00	4.16	4.02	0.57	0.00	16.69	0.00	2.38
出出	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
滤震	1.90	0.00	4.02	1.00	7.65	0.00	1.90	0.00
轰动	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00
掌舵者	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
Alcantara	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
问车	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
江西人	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
硬度	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
密封	0.95	4.16	3.84	0.29	3.66	15.96	0.28	1.20
经济	22.85	8.31	2.54	0.12	58.02	21.11	2.83	1.03
中远	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
戈	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
格锐	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
气死	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
Autocar	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
抱负	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
过于	2.86	8.31	3.36	0.15	9.61	27.95	0.43	1.26
配来	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
战袍	1.90	0.00	3.72	0.48	7.07	0.00	0.92	0.00
车库里	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
火烧	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
极大	8.57	4.16	3.11	0.18	26.68	12.94	1.55	0.75
下边	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
工程师	4.76	0.00	3.11	0.37	14.82	0.00	1.76	0.00
歌剧	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
近辆	1.90	0.00	4.02	1.00	7.65	0.00	1.90	0.00
程式	0.00	0.00	3.72	1.00	0.00	0.00	0.00	0.00
再狠	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
x52016	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
佳绩	2.86	0.00	3.72	0.70	10.61	0.00	2.00	0.00
双冠	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
寒冷	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
变相	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
觉察出	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
有利	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
空腔	2.86	0.00	3.62	0.56	10.34	0.00	1.61	0.00
做人	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
能力	36.18	0.00	2.60	0.62	94.12	0.00	22.55	0.00
一模	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
两侧	13.33	16.63	2.97	0.20	39.65	49.46	2.68	3.35
Dream	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
人事变动	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
比较复杂	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
看法	1.90	8.31	3.28	0.12	6.24	27.23	0.24	1.03
接着	1.90	0.00	3.54	0.39	6.74	0.00	0.73	0.00
慕容	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
价格低	0.95	4.16	4.02	0.50	3.82	16.69	0.47	2.06
兔	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00
hi	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00
尽量	0.95	8.31	3.62	0.40	3.45	30.08	0.38	3.32
受到好评	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
变故	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
中要	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
c200l	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
空旷	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
鸿达	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
隶属于	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00
不提也罢	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
出息	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
联欢	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
HSE	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
肉眼	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
ppg	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
翻倒	0.95	0.00	3.84	0.39	3.66	0.00	0.37	0.00
规矩	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
班长	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
Wheelsandmore	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
关联	0.00	4.16	3.72	0.49	0.00	15.44	0.00	2.05
活	1.90	0.00	3.47	0.37	6.61	0.00	0.71	0.00
RSE	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
该店	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
王	7.62	4.16	2.97	0.07	22.66	12.36	0.53	0.29
硬伤	0.00	12.47	3.62	0.77	0.00	45.12	0.00	9.66
突破口	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
平底	6.67	0.00	3.41	0.83	22.76	0.00	5.53	0.00
心态	1.90	4.16	3.62	0.13	6.89	15.04	0.25	0.56
崇武	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
梅郎	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
攻擂	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
对向而来	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
背车	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
驱动力	1.90	0.00	4.02	1.00	7.65	0.00	1.90	0.00
月来	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
香港	0.00	4.16	3.62	0.44	0.00	15.04	0.00	1.84
意味着	5.71	0.00	3.06	0.38	17.49	0.00	2.17	0.00
电尾盖	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
矩阵	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
车迷	7.62	0.00	2.97	0.40	22.66	0.00	3.04	0.00
门口	1.90	0.00	3.32	0.39	6.32	0.00	0.74	0.00
历尽艰难	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
闹	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
贡	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
遂宁	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
喷发	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
冷却	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
迟来	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
Volt	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
嘛	11.43	12.47	2.67	0.00	30.55	33.34	0.06	0.06
驻马店	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
卸下来	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
跌幅	0.00	8.31	3.84	0.82	0.00	31.92	0.00	6.78
拉拉	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
傲慢	0.00	8.31	4.02	1.00	0.00	33.39	0.00	8.31
亲哥	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
名列	0.95	4.16	4.02	0.50	3.82	16.69	0.47	2.06
角	1.90	0.00	4.02	1.00	7.65	0.00	1.90	0.00
按理说	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
鲸	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
齐兴涛	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
中金公司	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
进展	0.95	0.00	3.84	0.39	3.66	0.00	0.37	0.00
减法	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
席位	2.86	0.00	3.72	0.70	10.61	0.00	2.00	0.00
工	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00
摔	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
门内	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
东莞	0.00	4.16	3.17	0.38	0.00	13.18	0.00	1.59
回收	0.95	0.00	3.47	0.47	3.31	0.00	0.45	0.00
长福	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
展具	0.95	0.00	3.84	0.39	3.66	0.00	0.37	0.00
比小卡	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
年纪	0.95	0.00	3.62	0.38	3.45	0.00	0.36	0.00
古板	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
】	64.75	41.56	1.69	0.13	109.41	70.23	8.65	5.55
分割线	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
照搬	0.00	4.16	4.02	0.71	0.00	16.69	0.00	2.94
再创	1.90	0.00	3.84	0.62	7.31	0.00	1.19	0.00
查获	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
镇蔡湾	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
操	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
山林	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
塞拉	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
最多	7.62	4.16	2.99	0.08	22.81	12.45	0.57	0.31
沉重打击	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
很不简单	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
易驾	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
大碍	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
连云港	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
来刷楼	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
K	1.90	0.00	3.41	0.37	6.50	0.00	0.71	0.00
东门	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
注蜡	2.86	0.00	3.62	0.56	10.34	0.00	1.61	0.00
如同	1.90	12.47	3.36	0.31	6.40	41.93	0.60	3.90
害人害己	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
粉红色	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
椅套	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
示爱	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
影响力	7.62	8.31	3.14	0.11	23.93	26.11	0.85	0.92
萧	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
永远	1.90	16.63	3.32	0.34	6.32	55.15	0.65	5.65
通孚祥	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
vin	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
庆生	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
积攒	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
掐指一算	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
刷新记录	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
左上角	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
koni1150	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
照看	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
香槟金	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
TOP6	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
广缘	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
铝块	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
消音器	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
交上	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
随手	1.90	0.00	3.72	0.48	7.07	0.00	0.92	0.00
陕西	1.90	4.16	3.47	0.05	6.61	14.43	0.10	0.21
焕然一新	1.90	0.00	3.84	0.62	7.31	0.00	1.19	0.00
Gas	1.90	0.00	4.02	1.00	7.65	0.00	1.90	0.00
稳	13.33	16.63	2.94	0.18	39.15	48.83	2.42	3.01
短途旅行	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
分为	1.90	0.00	3.20	0.41	6.10	0.00	0.78	0.00
不急	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
好景不长	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
真是太	1.90	0.00	3.84	0.62	7.31	0.00	1.19	0.00
轮船	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
弯弯	0.00	0.00	3.54	1.00	0.00	0.00	0.00	0.00
劲儿	0.95	8.31	3.84	0.63	3.66	31.92	0.60	5.27
车外	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
可怜	1.90	0.00	4.02	1.00	7.65	0.00	1.90	0.00
巨资	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
未换	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
随身带	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
凹痕	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
还	277.09	299.26	1.42	0.02	392.56	423.97	6.77	7.31
了不起	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
无匙	0.00	0.00	3.62	1.00	0.00	0.00	0.00	0.00
灯箱	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
领跑	4.76	0.00	3.62	1.00	17.23	0.00	4.76	0.00
编为	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
代工厂	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
内环	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
追溯到	0.00	4.16	4.02	0.71	0.00	16.69	0.00	2.94
赞许	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
上海市浦东新区	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
仪	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
熏得	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
箭在弦上	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
奔赴	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
适应性	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
visionc	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
悬挂	31.42	24.94	2.39	0.04	75.19	59.67	1.12	0.89
礼遇	0.95	0.00	3.47	0.42	3.31	0.00	0.40	0.00
搞好	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
速度	27.61	37.41	2.49	0.07	68.79	93.18	1.93	2.62
福大	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
五虎	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
赶超	0.95	0.00	3.84	0.39	3.66	0.00	0.37	0.00
纹理	0.95	0.00	4.02	0.39	3.82	0.00	0.37	0.00
外官	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
电视大赛	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
越来越快	0.95	4.16	4.02	0.50	3.82	16.69	0.47	2.06
骚气	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
夏利车	0.95	4.16	3.62	0.14	3.45	15.04	0.14	0.59
夫范	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
小区	2.86	0.00	3.20	0.37	9.15	0.00	1.07	0.00
金额	0.95	8.31	3.72	0.40	3.54	30.88	0.38	3.32
蓝驱	1.90	0.00	3.72	0.48	7.07	0.00	0.92	0.00
全球化	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
曲靖	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
s6	0.95	0.00	3.36	0.51	3.20	0.00	0.49	0.00
结晶	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
层次分明	1.90	0.00	4.02	1.00	7.65	0.00	1.90	0.00
传统式	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
文莱	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
气帘	3.81	0.00	3.72	1.00	14.15	0.00	3.81	0.00
库存	2.86	24.94	3.20	0.42	9.15	79.88	1.21	10.58
权	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
商店	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
减速带	0.95	8.31	3.62	0.40	3.45	30.08	0.38	3.32
amggt	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
初步	1.90	0.00	3.47	0.37	6.61	0.00	0.71	0.00
塑造出	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
挚诚	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
mulliner	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
全长	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
举措	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
认同度	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
方法	3.81	4.16	2.97	0.03	11.33	12.36	0.11	0.12
食品	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
挑战赛	0.00	0.00	3.04	1.00	0.00	0.00	0.00	0.00
立体主义	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
丑	3.81	12.47	3.28	0.22	12.48	40.85	0.82	2.69
乱入	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
s550e	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
最强	1.90	0.00	3.32	0.38	6.32	0.00	0.72	0.00
教练员	0.00	0.00	3.62	1.00	0.00	0.00	0.00	0.00
中联	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
昂克威	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
汽油车	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
关	0.95	4.16	3.84	0.29	3.66	15.96	0.28	1.20
基本相同	0.95	0.00	3.84	0.39	3.66	0.00	0.37	0.00
咯吱咯吱	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
中级	3.81	0.00	3.14	0.37	11.96	0.00	1.41	0.00
audirs4	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
练	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
修补	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
认不出来	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
外国	0.95	4.16	3.54	0.09	3.37	14.71	0.09	0.39
已婚	1.90	0.00	4.02	1.00	7.65	0.00	1.90	0.00
记录仪	2.86	0.00	2.92	0.46	8.34	0.00	1.32	0.00
大本田	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
及外	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
跋山涉水	1.90	0.00	3.84	0.62	7.31	0.00	1.19	0.00
智导	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
骆氏	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
掏空	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
z250	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
终极	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
险些	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
申报	1.90	0.00	3.36	0.37	6.40	0.00	0.71	0.00
非常简单	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
发展	28.57	12.47	2.39	0.09	68.21	29.77	2.51	1.09
外地人	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
参观	0.95	0.00	3.47	0.42	3.31	0.00	0.40	0.00
均衡器	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
雀跃	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
陷车	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
丢人	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
启迪	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
赫兹	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00
时报讯	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
定名	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
了不得	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
胖	1.90	0.00	3.54	0.39	6.74	0.00	0.73	0.00
检票	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
行	31.42	24.94	2.34	0.03	73.51	58.34	0.91	0.72
学习成绩	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
各人	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
此生	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
lcvtlxs	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
猪	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
没有	204.72	357.45	1.52	0.04	311.57	544.01	7.18	12.53
屈居	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
举升	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
上以	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
见仁见智	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
爱卡	0.00	0.00	3.41	1.00	0.00	0.00	0.00	0.00
机关	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
提全	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
中国	174.25	70.66	1.69	0.10	294.79	119.54	18.28	7.41
后盖	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
车地	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
雷车	0.95	0.00	4.02	0.39	3.82	0.00	0.37	0.00
全能性	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
德宏	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
追上	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
锻造	1.90	0.00	3.84	0.62	7.31	0.00	1.19	0.00
蓄电池	0.00	0.00	3.72	1.00	0.00	0.00	0.00	0.00
比拼	0.95	0.00	3.72	0.37	3.54	0.00	0.35	0.00
大计	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
祥	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
盛宝	0.00	0.00	3.72	1.00	0.00	0.00	0.00	0.00
中高级	3.81	0.00	3.20	0.37	12.20	0.00	1.41	0.00
重现	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
开关门	1.90	0.00	3.84	0.62	7.31	0.00	1.19	0.00
强	50.47	29.10	2.33	0.15	117.60	67.80	7.46	4.30
得到	30.47	0.00	2.60	0.57	79.26	0.00	17.31	0.00
SUV	148.54	66.50	1.82	0.12	270.78	121.23	17.48	7.83
shuai	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
虚荣心	2.86	0.00	3.72	0.70	10.61	0.00	2.00	0.00
机会	0.95	0.00	2.84	0.72	2.70	0.00	0.69	0.00
动粗	0.00	4.16	4.32	1.00	0.00	17.94	0.00	4.16
三地	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
有所改进	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
干练	2.86	0.00	3.84	1.00	10.97	0.00	2.86	0.00
短期	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
强于	0.95	4.16	3.62	0.14	3.45	15.04	0.14	0.59
杀手锏	1.90	0.00	3.84	0.62	7.31	0.00	1.19	0.00
脸上	0.95	4.16	3.54	0.11	3.37	14.71	0.11	0.46
石河子	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
计算	1.90	0.00	3.32	0.38	6.32	0.00	0.72	0.00
终身	0.95	0.00	3.72	0.37	3.54	0.00	0.35	0.00
炫锋	0.00	0.00	4.02	1.00	0.00	0.00	0.00	0.00
规划	2.86	0.00	2.99	0.42	8.56	0.00	1.21	0.00
眼光	4.76	0.00	3.36	0.53	16.01	0.00	2.51	0.00
暴露	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
james	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
咱	1.90	8.31	3.09	0.08	5.88	25.66	0.16	0.68
疯狂	0.95	0.00	3.62	0.38	3.45	0.00	0.36	0.00
空	0.95	4.16	3.72	0.20	3.54	15.44	0.19	0.81
最重	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
液晶显示	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
老大爷	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
嘉华	0.95	0.00	3.72	0.37	3.54	0.00	0.35	0.00
防石	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
且不说	0.95	0.00	4.02	0.48	3.82	0.00	0.46	0.00
智能型	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00
试想	0.00	0.00	4.32	1.00	0.00	0.00	0.00	0.00
迎合	1.90	0.00	3.47	0.37	6.61	0.00	0.71	0.00
全免	0.00	0.00	3.84	1.00	0.00	0.00	0.00	0.00
蛇口	1.90	0.00	4.32	1.00	8.22	0.00	1.90	0.00
拿	11.43	29.10	2.61	0.04	29.82	75.92	0.46	1.18
出征	0.95	0.00	4.32	1.00	4.11	0.00	0.95	0.00
